"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:21:49.3010761 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\LocalRedirectOnly","NAME NOT FOUND","Length: 144"
"7:21:49.3010807 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\Roamable","NAME NOT FOUND","Length: 144"
"7:21:49.3010886 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\PreCreate","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3010929 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\Stream","NAME NOT FOUND","Length: 144"
"7:21:49.3010973 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\PublishExpandedPath","NAME NOT FOUND","Length: 144"
"7:21:49.3011016 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\Attributes","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3011059 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\FolderTypeID","NAME NOT FOUND","Length: 144"
"7:21:49.3011102 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\InitFolderHandler","NAME NOT FOUND","Length: 144"
"7:21:49.3011155 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3011202 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}\PropertyBag","SUCCESS","Desired Access: Read"
"7:21:49.3011281 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{2400183A-6185-49FB-A2D8-4A392A602BA3}","SUCCESS",""
"7:21:49.3011382 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:49.3011436 AM","malware.exe","976","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"7:21:49.3011483 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:49.3011527 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3011571 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}","SUCCESS","Desired Access: Read"
"7:21:49.3011629 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"7:21:49.3011671 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"7:21:49.3011715 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\Name","SUCCESS","Type: REG_SZ, Length: 16, Data: History"
"7:21:49.3011759 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\ParentFolder","SUCCESS","Type: REG_SZ, Length: 78, Data: {F1B32785-6FBA-4FCF-9D55-7B8E7F157091}"
"7:21:49.3011806 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\Description","NAME NOT FOUND","Length: 144"
"7:21:49.3011848 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\RelativePath","SUCCESS","Type: REG_SZ, Length: 52, Data: Microsoft\Windows\History"
"7:21:49.3011894 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\ParsingName","NAME NOT FOUND","Length: 144"
"7:21:49.3011935 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\InfoTip","NAME NOT FOUND","Length: 144"
"7:21:49.3011978 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\LocalizedName","NAME NOT FOUND","Length: 144"
"7:21:49.3012020 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\Icon","NAME NOT FOUND","Length: 144"
"7:21:49.3012062 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\Security","NAME NOT FOUND","Length: 144"
"7:21:49.3012103 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\StreamResource","NAME NOT FOUND","Length: 144"
"7:21:49.3012145 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\StreamResourceType","NAME NOT FOUND","Length: 144"
"7:21:49.3012186 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\LocalRedirectOnly","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3012735 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\Roamable","NAME NOT FOUND","Length: 144"
"7:21:49.3012783 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\PreCreate","NAME NOT FOUND","Length: 144"
"7:21:49.3012829 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\Stream","NAME NOT FOUND","Length: 144"
"7:21:49.3012875 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\PublishExpandedPath","NAME NOT FOUND","Length: 144"
"7:21:49.3012918 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\Attributes","NAME NOT FOUND","Length: 144"
"7:21:49.3012962 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\FolderTypeID","NAME NOT FOUND","Length: 144"
"7:21:49.3013006 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\InitFolderHandler","NAME NOT FOUND","Length: 144"
"7:21:49.3013081 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3013131 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"7:21:49.3013201 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{D9DC8A3B-B784-432E-A781-5A1130A75963}","SUCCESS",""
"7:21:49.3013284 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:49.3013340 AM","malware.exe","976","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"7:21:49.3013398 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:49.3013451 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3013498 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}","SUCCESS","Desired Access: Read"
"7:21:49.3013560 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"7:21:49.3013608 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 3"
"7:21:49.3013656 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\Name","SUCCESS","Type: REG_SZ, Length: 30, Data: SamplePictures"
"7:21:49.3013704 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\ParentFolder","SUCCESS","Type: REG_SZ, Length: 78, Data: {B6EBFB86-6907-413C-9AF7-4FC2ABF07CC5}"
"7:21:49.3013761 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\Description","NAME NOT FOUND","Length: 144"
"7:21:49.3013805 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\RelativePath","SUCCESS","Type: REG_SZ, Length: 32, Data: Sample Pictures"
"7:21:49.3013852 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\ParsingName","NAME NOT FOUND","Length: 144"
"7:21:49.3013896 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\InfoTip","NAME NOT FOUND","Length: 144"
"7:21:49.3013939 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\LocalizedName","SUCCESS","Type: REG_EXPAND_SZ, Length: 84, Data: @%SystemRoot%\system32\shell32.dll,-21805"
"7:21:49.3013986 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\Icon","NAME NOT FOUND","Length: 144"
"7:21:49.3014030 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\Security","NAME NOT FOUND","Length: 144"
"7:21:49.3014072 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\StreamResource","NAME NOT FOUND","Length: 144"
"7:21:49.3014116 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\StreamResourceType","NAME NOT FOUND","Length: 144"
"7:21:49.3014159 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\LocalRedirectOnly","NAME NOT FOUND","Length: 144"
"7:21:49.3014202 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\Roamable","NAME NOT FOUND","Length: 144"
"7:21:49.3014245 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\PreCreate","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3014288 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\Stream","NAME NOT FOUND","Length: 144"
"7:21:49.3014331 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\PublishExpandedPath","NAME NOT FOUND","Length: 144"
"7:21:49.3014374 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\Attributes","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3014417 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\FolderTypeID","NAME NOT FOUND","Length: 144"
"7:21:49.3014460 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\InitFolderHandler","NAME NOT FOUND","Length: 144"
"7:21:49.3014513 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3014566 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"7:21:49.3014636 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{C4900540-2379-4C75-844B-64E6FAF8716B}","SUCCESS",""
"7:21:49.3014910 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:49.3014968 AM","malware.exe","976","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"7:21:49.3015020 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:49.3015070 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.3015117 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}","SUCCESS","Desired Access: Read"
"7:21:49.3017144 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"7:21:49.3017201 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.3017253 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Name","SUCCESS","Type: REG_SZ, Length: 36, Data: SyncResultsFolder"
"7:21:49.3017309 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\ParentFolder","NAME NOT FOUND","Length: 144"
"7:21:49.3017355 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Description","NAME NOT FOUND","Length: 144"
"7:21:49.3017397 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\RelativePath","NAME NOT FOUND","Length: 144"
"7:21:49.3017439 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\ParsingName","BUFFER OVERFLOW","Length: 144"
"7:21:49.3017482 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\ParsingName","SUCCESS","Type: REG_SZ, Length: 252, Data: ::{26EE0668-A00A-44D7-9371-BEB064C98683}\0\::{9C73F5E5-7AE7-4E32-A8E8-8D23B85255BF}\::{BC48B32F-5910-47F5-8570-5074A8A5636A},"
"7:21:49.3017531 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\InfoTip","NAME NOT FOUND","Length: 144"
"7:21:49.3017573 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\LocalizedName","NAME NOT FOUND","Length: 144"
"7:21:49.3017615 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Icon","NAME NOT FOUND","Length: 144"
"7:21:49.3017657 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Security","NAME NOT FOUND","Length: 144"
"7:21:49.3017698 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\StreamResource","NAME NOT FOUND","Length: 144"
"7:21:49.3017739 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\StreamResourceType","NAME NOT FOUND","Length: 144"
"7:21:49.3017781 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\LocalRedirectOnly","NAME NOT FOUND","Length: 144"
"7:21:49.3017822 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Roamable","NAME NOT FOUND","Length: 144"
"7:21:49.3017864 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\PreCreate","NAME NOT FOUND","Length: 144"
"7:21:49.3017905 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Stream","NAME NOT FOUND","Length: 144"
"7:21:49.3017946 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\PublishExpandedPath","NAME NOT FOUND","Length: 144"
"7:21:49.3017988 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\Attributes","NAME NOT FOUND","Length: 144"
"7:21:49.3018029 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\FolderTypeID","NAME NOT FOUND","Length: 144"
"7:21:49.3018070 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}\InitFolderHandler","NAME NOT FOUND","Length: 144"
"7:21:49.3018142 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{289A9A43-BE44-4057-A41B-587A76D7E7F9}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
